Source node id,Link,x,y,Pickup time,Dest node id,Dest link,Dest x,Dest y,orig_station,dest_station
4019009272,189247,1451164.3663827083,477108.0888841748,00:03:38,65315781,196451,1434113.734576485,473193.0409642413,6,1
65290299,89060,1448107.6414760298,464635.0741302723,00:03:42,65302760,195956,1432776.1260256583,466639.1612538959,4,9
6514737758,2038,1449056.3785710104,478538.6178125707,00:03:46,5429618403,277534,1448512.1435444995,473113.99005431554,3,7
6338956536,281675,1448223.695962522,472592.6286191428,00:04:36,65344005,291103,1447321.1749048934,478188.4763190237,7,3
65313133,42865,1448673.6361850617,473692.1731126335,00:04:39,7233577478,257920,1446494.7377020267,477137.3060621487,7,3
4659607788,189255,1451251.1336476605,476485.1513444164,00:04:46,65307380,211633,1448635.5618751035,476471.1975801743,6,7
65317032,335211,1451409.3425804456,474436.64356307127,00:04:47,65365866,24379,1445854.7538278017,462865.7479566754,6,4
1580501212,181305,1451540.2882303551,474299.1964192384,00:04:56,65343994,80521,1447378.8121965462,477775.02439564536,6,3
65295361,379978,1441430.624927788,475121.1009704576,00:04:58,4086362559,47687,1447030.602732301,474158.0444378973,8,7
7231709028,113921,1450165.4469626476,478302.2062967297,00:05:28,65334471,264044,1453385.7365359722,471372.3829717854,6,0
65317189,134854,1439880.5898297315,479340.2173448367,00:05:32,65314156,143730,1448294.5440710858,474679.71088147536,8,7
1723739196,207446,1444794.9226207242,469290.3720953289,00:05:38,330660333,51439,1449451.8372156362,478109.14352839487,5,3
65327183,70587,1444874.741636514,478300.5028890539,00:05:41,65307440,241493,1441383.760075325,475460.2293468933,8,8
65319658,155590,1444754.6722380712,465462.8629941964,00:05:49,65356392,399863,1445362.424044462,471155.06925507885,5,7
8811710956,123575,1444350.5747727165,466333.18463135633,00:05:50,65336580,215694,1440807.2987649555,469128.5961277284,5,5
65314156,143730,1448294.5440710858,474679.71088147536,00:05:53,65317565,221894,1448195.540625515,469913.6941560439,7,0
6514737759,224899,1448977.952892021,478557.33432981576,00:06:01,4402491113,260265,1452918.5924202742,470923.1296471996,3,0
65292818,334648,1451623.9995195935,474941.9443687213,00:06:03,3997846876,272839,1452931.6391366024,470170.9465957988,6,0
5287049110,147815,1440938.8336170227,473657.8266713308,00:06:04,7231084725,443832,1449921.3404425862,476304.9230779517,1,6
7234287215,265376,1451887.0943376033,476898.0639964354,00:06:45,6514737725,38540,1449648.8384014592,478264.9406061043,6,3
5858516475,281661,1448410.1104529963,472771.2864140216,00:06:49,5022098209,399549,1443010.13753832,467580.1047086289,7,5
7253649825,382870,1449705.7402554797,473589.8124542032,00:06:52,65343967,153886,1447675.3242281154,475635.6691520276,7,7
1996007292,108212,1440841.2136163092,465641.5663323387,00:07:25,65365166,192108,1442309.1766934118,468813.85694045975,5,5
5437876960,160658,1444600.550203693,468252.57718275656,00:07:27,65295361,379978,1441430.624927788,475121.1009704576,5,8
4763953293,24725,1445538.0329250689,462878.1413704965,00:07:37,5433624613,276778,1441885.7093518358,471853.2784886049,4,1
4505381648,257902,1446673.243055345,475856.4780564153,00:07:46,65317032,335211,1451409.3425804456,474436.64356307127,7,6
65341795,317595,1444855.7973541212,466323.8973756294,00:07:47,4828619409,24784,1437969.9895161428,468355.6828186789,5,1
5318541608,17787,1452293.605584169,476688.2747127602,00:07:48,3648105015,290651,1425012.1390170169,458545.00839149,6,9
4826043888,380746,1444960.2112039751,477687.7660272343,00:07:52,5841552343,274318,1452106.5314070703,473706.0155170788,8,6
8034216026,171425,1440125.3821680134,470390.1309673807,00:07:55,5433307361,172797,1438480.7280886178,473316.72552123934,1,1
65293593,155705,1444803.2402871463,464560.11334365705,00:07:56,65333814,363430,1447959.555230128,473592.9016539663,5,7
65307012,187283,1450885.9461618634,476616.2875830167,00:08:13,65296808,91840,1447879.2166059797,481152.3921304388,6,3
1578907676,143727,1448813.445268182,474406.42665409856,00:08:15,1785845257,173532,1442998.4287960995,467744.27154708456,7,5
6250503107,295765,1448862.640837913,474094.7262351057,00:08:20,8382377427,215654,1440668.7191473197,470122.4491837568,7,1
4018840063,189192,1450304.4517841786,477323.4002598949,00:08:32,7025568918,89813,1444053.5039613624,465687.9615034374,6,5
6338751421,143041,1444551.394326652,469010.4632511311,00:08:36,4691975715,73674,1434333.7105834654,466904.039173053,5,9
9053837820,327557,1449085.2388314288,475968.13728689234,00:09:02,65336123,439423,1439489.9435038837,478593.6568481947,7,8
1723768769,224348,1452264.0923109504,476630.965552557,00:10:01,65297322,316446,1439983.439013677,480678.6739207764,6,8
65318612,230852,1444120.4798598825,465106.49059124256,00:10:04,1677788988,429908,1445528.303036746,466954.4331045447,5,5
8430549108,408712,1441775.0485586035,468916.33253972005,00:10:27,4490922399,8222,1443157.2406447583,458621.7909615171,5,4
65325804,327573,1448710.47493642,478664.0738503676,00:10:56,7025573723,115858,1444095.225738482,466284.1325345096,3,5
65327179,380764,1445016.972677366,477275.5647370808,00:11:04,6250503335,281504,1449660.676803562,473974.3756521813,8,7
4763953370,122811,1445441.490085472,464626.44489601615,00:11:23,3835270050,233396,1446204.4646727322,475735.6975707637,5,7
65296864,370481,1438816.9822719954,479887.1009056488,00:11:27,8238779806,219285,1436721.7039053035,468185.216421861,8,1
4826043888,380746,1444960.2112039751,477687.7660272343,00:11:37,65333424,134978,1436227.593445551,466409.37146421976,8,1
65332172,89921,1436456.3263287032,467828.4414915206,00:11:45,3863544424,89631,1444821.134289818,464261.4320718764,1,5
6389800467,298844,1440855.1972775955,465399.230891783,00:11:46,65297598,165238,1431951.6836650914,463546.8177516712,5,9
5287124093,439803,1441633.8612363073,473667.1675257171,00:11:51,8034226833,108090,1440210.9600872817,469773.6628231162,8,1
65287229,217458,1442252.2684090596,471064.5046918478,00:12:03,258759674,437862,1443097.6155262291,473621.1590270059,5,8
330662141,224897,1449005.6549330556,478529.81873809744,00:12:11,65322605,334646,1451697.0688849196,475011.91721872246,3,6
65317949,347959,1447673.599349017,473900.91929963697,00:12:18,7231121748,202153,1449621.5145452046,477918.0519991036,7,6
65292818,334648,1451623.9995195935,474941.9443687213,00:12:34,65352443,153885,1448048.7026122282,475687.6596685115,6,7
2143369210,196494,1453471.024025248,472282.2045291845,00:12:35,6346197689,391379,1443444.7758266765,465103.8947240121,0,5
65314173,241136,1445434.3160197637,474282.386027816,00:12:40,65313365,48604,1438126.2190216654,470836.6419422677,7,1
6379988230,67895,1452300.4133870327,470339.4238241165,00:12:59,8022026034,296075,1444141.4100729057,464230.2386194165,0,5
1563088502,165962,1441370.3100023845,466066.3182202063,00:13:16,65291765,85904,1434787.8207087617,470373.8943639035,5,1
5318541597,224352,1451963.3876477364,476587.20376391016,00:13:37,65326740,413002,1448341.9326416703,474340.6949681312,6,7
1271001343,422225,1449246.2137984885,474811.9877257528,00:13:47,65324619,197986,1433789.4882533152,473181.2577745515,7,1
6379988230,67895,1452300.4133870327,470339.4238241165,00:13:51,65326740,143723,1448341.9326416703,474340.6949681312,0,7
65306991,105,1451108.7413490585,474752.1692424867,00:14:11,7930679034,33683,1442729.259492422,469049.31534334,6,5
612767847,230840,1449236.5872108347,478320.0305278911,00:14:19,65312380,104095,1448942.559680071,475465.3939161686,3,7
65312115,2540,1439906.5644911043,465461.2972082299,00:14:24,65312391,143731,1448328.0866771936,474439.7480824024,5,7
4659607788,189255,1451251.1336476605,476485.1513444164,00:14:25,5443435101,33266,1445455.0723583074,459850.9676205353,6,4
5021021749,298840,1440885.133386372,464812.5803393169,00:14:27,1723738842,383559,1444548.8378578962,469043.621378174,5,5
6389800467,298844,1440855.1972775955,465399.230891783,00:14:32,5020740563,98621,1439741.5583869969,465453.0255465905,5,5
612767847,44765,1449236.5872108347,478320.0305278911,00:14:40,65317956,30599,1446005.777103787,473669.4102054351,3,7
8034244589,108092,1440220.127299563,469708.2084611999,00:14:57,65296340,264641,1441042.6788622015,462010.8622693591,1,4
65303573,363123,1441573.814185886,474093.210680991,00:15:08,6914381214,3840,1448783.969462279,473246.0748842915,8,7
4826043888,380746,1444960.2112039751,477687.7660272343,00:15:26,65292756,140818,1442158.6174742633,476877.56852876645,8,8
6350384096,407877,1436602.0614798586,466779.4946132696,00:15:29,4183593267,64401,1447465.1724568869,461785.3608982231,1,4
1582797185,11867,1447032.3614296892,480277.2766689487,00:15:38,65293741,383514,1448355.5719382646,472376.4439605295,3,7
8751666366,121771,1442666.0063060273,467725.7022900568,00:15:51,1677788928,361570,1446768.0158423714,460575.627141332,5,4
6336978432,210298,1442653.591808905,467413.8403892761,00:15:57,4911322423,21842,1450718.0342721927,469902.3403715096,5,0
3645272850,17788,1452254.9429372065,476953.79339888185,00:15:58,65336999,153607,1445628.355713106,476379.3222871917,6,7
65312700,42171,1442444.9002354436,478309.922853389,00:16:07,65319951,143596,1447246.2933634005,475229.7286036972,8,7
3999660977,382652,1450203.714098042,473070.4203886696,00:16:28,4402491120,238846,1453856.4633942607,471875.25424128846,7,0
5854734896,64197,1445289.598687735,466348.0251094796,00:16:44,8373292301,215662,1440408.629406032,468725.9571846041,5,5
65292818,334648,1451623.9995195935,474941.9443687213,00:16:47,65300078,239144,1451479.5302022528,473050.1050744346,6,6
65336114,158773,1440920.0324857407,478792.45624824223,00:17:03,65333932,245981,1441158.470213322,477083.0653015107,8,8
65365176,171534,1441811.024430737,472391.1770869549,00:17:08,65292771,176803,1441897.188258114,478754.4099355717,1,8
4008988364,188480,1440519.6395957463,479429.0267140038,00:17:18,65312667,139851,1446894.2425157588,478935.22502555966,8,3
65295420,291771,1434080.9587427687,474100.07958147407,00:17:21,65301591,54652,1438524.0555644766,478459.3979495269,1,8
65305817,317720,1450483.590383318,476028.020101532,00:17:29,6352715368,295845,1429061.339225134,465526.05867107766,6,9
1419791202,42863,1448712.8423654635,473379.6201403797,00:17:31,7233764917,327555,1449099.1924586531,475868.6088701643,7,7
65374820,338675,1449745.1205318002,477858.57404290914,00:17:43,65319946,348560,1448199.7757713883,475362.2226627444,6,7
7025578413,64339,1444086.26466933,465104.5719251647,00:17:57,65301542,213782,1439273.0014027967,473075.16407247895,5,1
65369127,13959,1438734.8055098238,472467.81430616113,00:18:00,3999081406,250489,1444715.6317653633,466198.6514976978,1,5
4724558266,199473,1445045.9634305537,460169.8382689247,00:18:03,8262971251,99414,1437023.9191550715,468284.4292727856,4,1
6379988230,67895,1452300.4133870327,470339.4238241165,00:18:14,65332853,111268,1448209.4144110426,478769.5758045528,0,3
6747290925,376525,1441127.3426313433,478126.8156703995,00:18:21,65312685,51379,1445304.354027804,478711.3109560004,8,3
65296348,161108,1441091.0961109037,461135.6415279522,00:18:25,65327285,129540,1441819.1870272434,459715.0548699873,4,4
1723768799,17784,1452301.1243168302,476638.591491964,00:18:26,6955287757,239128,1446668.464509216,481334.3497716869,6,3
6917261410,64371,1441570.401564381,464968.3515081807,00:18:40,65292403,253104,1444186.7781765966,468100.2157709325,5,5
65326740,413002,1448341.9326416703,474340.6949681312,00:18:48,258758544,212238,1444742.2257354308,475928.5726969795,7,8
1580501216,348672,1447435.5141835504,473868.237346231,00:18:57,173176455,52986,1443767.0021871214,475793.0424637286,7,8
1026928283,6309,1445676.6615151984,481544.027775503,00:19:14,65306802,154113,1451369.103397532,473817.01434962574,3,6
4763953293,24725,1445538.0329250689,462878.1413704965,00:19:16,65301542,213782,1439273.0014027967,473075.16407247895,4,1
65310795,232134,1445507.286298664,470128.3000097236,00:19:18,5027813816,108086,1440148.4269642583,470221.5027724557,5,1
65322605,334646,1451697.0688849196,475011.91721872246,00:19:28,65293743,108064,1448481.4382098345,472245.27707426215,6,7
6339001633,281491,1449527.0888923116,473838.40994111047,00:19:40,8262971261,21678,1436523.9834768202,468183.7649710899,7,1
258967878,89815,1443457.3961383635,465653.71895501553,00:19:53,4659622294,443816,1450435.2951158732,476371.894346012,5,6
65327921,346405,1438552.6806210494,468467.2559813953,00:20:02,65336711,308220,1438698.256838967,470223.426102138,1,1
8982550600,24351,1445759.9687954849,464586.5534488108,00:20:21,65289312,353185,1433740.2552341316,474539.7423085322,5,1
6708527306,245979,1441172.8713704902,476968.8820257897,00:20:21,8373292277,346417,1439883.3233814992,468683.37274789775,8,1
6483277755,158085,1440879.1575329334,464961.2239594701,00:20:28,6639198518,425276,1447008.0004305968,469990.408289566,5,7
6250503116,143728,1448794.7783685825,474403.8209599086,00:20:51,65293642,252011,1442196.7740977225,464414.11308277777,7,5
262078988,159080,1439924.3225325246,478967.0244389558,00:20:59,65295740,224283,1436189.0785863316,474738.12992953614,8,1
6130493221,415256,1442351.2234337314,467013.631094906,00:21:11,65317040,274320,1451987.6621156335,473830.65008897695,5,6
65300107,269180,1450325.933354513,474254.7074618319,00:21:14,7231176137,68353,1448061.8098381397,479442.06084004,6,3
2605799276,68326,1448611.6066413142,478874.8134504664,00:21:41,65312391,143731,1448328.0866771936,474439.7480824024,3,7
65341395,296339,1444480.5460906436,458047.1133932897,00:21:41,65327365,129666,1447996.583673027,454641.0170180253,4,4
6739633373,42169,1442574.702609434,478327.4579292348,00:21:50,4019294261,398980,1439469.34416958,475194.3060377119,8,8
7274605251,221990,1450556.4345405293,475506.9382448069,00:21:52,65302739,363026,1450124.8597904327,475103.1169611545,6,6
4089793022,96960,1450118.8090315484,475146.6524298265,00:21:56,65344009,11865,1447068.3889504378,480001.5688545861,6,3
4763953331,430763,1445473.696859893,464044.0890484411,00:21:57,5437876960,160658,1444600.550203693,468252.57718275656,4,5
5442980898,161110,1441087.1810762514,461206.4496093298,00:22:01,65324858,64341,1443776.7899362012,465087.0461591589,4,5
65325391,321456,1440194.6699224005,470084.2251734639,00:22:47,65288832,361558,1446898.844665766,461169.5034153549,1,4
65327905,408704,1442284.9813472773,468986.29428040143,00:22:54,65292759,344059,1442063.2376935163,477561.7209853034,5,8
65325391,429298,1440194.6699224005,470084.2251734639,00:22:56,4759501821,400156,1444833.6478542848,475271.8279912318,1,7
8629945995,177559,1445303.8695128837,466348.861291212,00:22:57,8660820793,214926,1451443.5787473305,465616.134790604,5,0
6250503334,281473,1449215.809623064,473532.8533137456,00:23:06,65282779,260136,1451257.49961144,471963.1874142828,7,0
4763953303,47144,1445468.5777701568,463429.39351574925,00:23:08,1206753813,98411,1450343.7751403702,475313.7949324607,4,6
65317339,320430,1451690.346153531,466236.1244152122,00:23:20,65307337,80727,1433395.846006675,466660.4726971876,0,9
1723738961,120263,1450638.2120510135,474842.2178272705,00:23:53,4547464638,105496,1451502.7732228686,473024.6494456785,6,6
65353195,334650,1451391.0243878388,474718.8675713323,00:23:56,4763953415,24345,1445727.448787027,465169.3888770224,6,5
5128956838,233038,1438823.0041430509,472651.9070364012,00:24:11,84925484,7401,1491021.8956458748,517103.0892372376,1,3
4763953293,24725,1445538.0329250689,462878.1413704965,00:24:22,1260252538,64361,1442772.0930914956,465027.6855128614,4,5
65345255,316234,1448924.998209756,478865.6521752943,00:24:23,1854791511,68457,1453729.371355784,473374.3045899024,3,6
4763953293,24725,1445538.0329250689,462878.1413704965,00:24:29,1864987699,428763,1449054.3757902898,473386.6407234163,4,7
65336114,158773,1440920.0324857407,478792.45624824223,00:24:32,7233943454,323125,1450954.0060518067,476126.8799052535,8,6
5854943486,60677,1451981.2552859904,476234.1163125144,00:24:38,4179422947,357691,1432410.0378533376,465604.97605505376,6,9
65305817,317720,1450483.590383318,476028.020101532,00:24:43,65293940,134811,1431928.2585528176,464226.4710577573,6,9
8034226832,429294,1440237.348428345,469777.5959808946,00:25:10,6739133179,328529,1442100.1222219178,478261.97212600673,1,8
6338751421,143041,1444551.394326652,469010.4632511311,00:25:16,65365911,154216,1446486.614913436,462900.7328254368,5,4
275431510,44187,1450168.240054992,473563.0268229402,00:25:16,6311803196,285332,1453978.657914713,474565.3604447141,7,6
4555468212,171381,1440077.4307371683,470730.9587812106,00:26:13,65351550,320944,1435833.4341134792,466354.1508490863,1,1
7047807975,273095,1451702.6067322667,471465.2201316467,00:26:32,65308820,170001,1449128.3213868502,461885.957978758,0,4
4188186119,106326,1450281.342190181,477475.9230229224,00:26:40,9144285420,365522,1446543.83461919,474090.252370465,6,7
65310820,215682,1440760.066096729,469468.387667054,00:26:42,65328191,128279,1442714.2854381837,469394.3015108401,1,5
1864987699,428763,1449054.3757902898,473386.6407234163,00:26:55,65328700,52856,1449623.667978566,475387.3055805279,7,6
4019097620,6311,1445432.4652718306,481507.5566571117,00:27:05,1308305528,241145,1448795.2924094722,474574.9834440435,3,7
65325037,412024,1449879.368101478,472093.1054974065,00:27:06,65296042,228838,1450216.498269641,478697.8157642067,7,3
258968242,366302,1444082.6659182168,466283.5531612031,00:27:16,5854481362,111716,1438906.697452472,479243.5511484423,5,8
4179555581,238820,1452881.4901563174,472900.0822079989,00:27:19,65317366,125413,1447474.153706343,465996.6697350486,0,5
8358989379,357302,1435801.2488236914,466349.7237566999,00:27:24,65297381,363076,1437142.3681022688,474871.04089883785,1,1
7227888799,115866,1444714.8269540134,466214.3649370066,00:27:34,3999823457,128321,1437812.2570256249,465344.5571620415,5,1
1723768750,17786,1452297.606700831,476664.6664727032,00:27:39,65327190,365780,1444732.6809019272,479319.06555924553,6,3
260193331,72037,1453468.1887824775,470958.3729421988,00:27:41,1723589009,299172,1441387.8338960228,466130.81981976575,0,5
6336978436,210291,1442668.772202044,467245.6684725318,00:27:48,7132257738,439103,1449440.5794299785,471238.8931777159,5,0
5027813816,108086,1440148.4269642583,470221.5027724557,00:27:49,65301577,452847,1438852.5376130634,476091.2040099967,1,8
8034242284,108087,1440163.9034235564,470110.3563498108,00:28:08,7031073714,252013,1442163.861442546,464412.3156319902,1,5
5438557795,158087,1440866.6505893357,465191.1096232872,00:28:13,353696607,147573,1443367.705306125,466487.6481424205,5,5
65317945,347953,1448389.677272814,473999.2318277562,00:28:15,4177104992,324915,1447410.3601244995,470030.7997712628,7,7
5443436441,291887,1444987.3765447752,458986.4563827323,00:28:43,8889608996,24329,1445659.331250076,465808.2395794857,4,5
65300105,408857,1450452.2176873232,474124.1966883497,00:28:46,65319949,89660,1447722.572455109,475295.9262684858,6,7
581047249,165960,1441461.905865006,466158.7165312491,00:29:04,9092878898,259486,1442090.9509406895,470380.3357296202,5,5
330660359,227826,1449197.7820004325,478355.78456423833,00:29:07,2007343345,24383,1445885.3380591525,462315.0752426009,3,4
65327158,28445,1445481.7718826795,473942.7075240919,00:29:23,371238053,339838,1441286.7951961856,472664.1598547455,7,1
65306802,154113,1451369.103397532,473817.01434962574,00:29:26,65322310,367676,1445604.1494331437,461681.6020381179,6,4
262257712,160873,1438481.0758943406,478766.4387688426,00:29:46,259138834,217110,1440357.717503739,468718.8895732415,8,5
5021021749,298840,1440885.133386372,464812.5803393169,00:29:56,6336978433,210297,1442646.3553902465,467580.28248686274,5,5
5027813816,108086,1440148.4269642583,470221.5027724557,00:30:35,7930667896,408718,1442280.7797623328,469019.4502014593,1,5
6338957273,382869,1449534.0980478055,473773.8406407678,00:30:59,65359046,60861,1445572.132260118,462265.118486995,7,4
1723564043,165989,1440924.5534098546,465614.203125669,00:30:59,7044879953,104102,1449447.531234067,475535.9533964557,5,6
65314192,439807,1441621.8618557851,473752.31037243566,00:31:15,65313422,340791,1441738.8127669862,461172.77451305,8,4
6483277753,298842,1440882.6392745366,464900.2944290154,00:31:33,65312265,304862,1442445.156616463,460046.561239136,5,4
5828476940,205133,1448766.6851067955,474776.531315688,00:31:33,7253649825,382870,1449705.7402554797,473589.8124542032,7,7
5443181440,31246,1441763.92462419,453262.99798374,00:31:44,65306165,394891,1445790.902470999,453155.4881288928,4,4
6747292318,333659,1441462.5961456196,474891.9775726786,00:31:55,65341510,158771,1440896.3566565637,478962.4815991962,8,8
4018840063,189192,1450304.4517841786,477323.4002598949,00:32:12,65354421,43905,1446100.570618872,472987.6182110076,6,7
8034242283,321457,1440190.4982414187,470114.5036990136,00:32:17,8436755349,178964,1435563.8906737242,466288.0664269365,1,1
6386555577,61468,1441543.7467560591,466211.4005314759,00:32:20,65308278,89267,1446194.9541122303,472306.7093595296,5,7
5318057695,45144,1447156.7446105708,471604.9490375006,00:32:49,8441281547,29843,1441375.0156202964,467020.16577769135,7,5
65313138,347955,1448605.8399101445,474029.96570463217,00:32:51,6338755536,315742,1446355.781729219,470837.51770071086,7,7
65305817,317720,1450483.590383318,476028.020101532,00:33:10,65307397,113043,1447579.724451932,476323.1903385823,6,7
65300107,269180,1450325.933354513,474254.7074618319,00:33:28,7233578568,71771,1449232.404617255,477190.3726483428,6,6
65327163,307108,1445410.9664350632,474450.2144849773,00:33:28,65328196,79643,1442619.5381344275,470075.0120583717,7,5
65305832,189191,1450300.0688054007,477352.29747790965,00:34:11,65327912,215688,1440854.6059323477,468788.14765382005,6,5
7025573723,115858,1444095.225738482,466284.1325345096,00:34:14,65301520,118701,1439698.0670463762,470015.1558010621,5,1
6130493222,61671,1442384.2309587584,466980.9371868438,00:34:15,65334471,264044,1453385.7365359722,471372.3829717854,5,0
8220825992,171430,1440284.8819150212,469437.3236429909,00:34:29,65305854,52264,1450065.4509836906,479023.27784887207,1,3
65351772,77081,1449949.4155948013,473334.830410344,00:35:12,65292777,158986,1441825.818164134,479266.93038124894,7,8
1723738948,312585,1445386.599920461,469849.5789078565,00:35:25,65336585,118665,1440452.0462436446,471681.9196120386,5,1
6757988209,423033,1441368.157545989,475569.52052062267,00:35:27,65319964,307105,1445339.6168536227,474963.4509069181,8,7
7025573723,115858,1444095.225738482,466284.1325345096,00:35:29,7209255214,154114,1451349.9926648235,473798.2455534761,5,6
5437876960,160658,1444600.550203693,468252.57718275656,00:35:35,258968243,17175,1444111.5928871215,465690.9188219565,5,5
4177086679,322628,1447124.4328428882,468696.7284780411,00:35:50,4184452169,99676,1437833.4801339011,468367.0437270479,5,1
65329079,73946,1444525.3059115612,470340.6136984047,00:35:52,3999746844,56901,1453561.6351621826,476085.64268681314,5,6
8889608996,24329,1445659.331250076,465808.2395794857,00:36:20,4179475355,155733,1444930.929244693,462322.4153537633,5,4
9092878898,259486,1442090.9509406895,470380.3357296202,00:36:30,65294258,400905,1443511.6144597256,463903.8358308713,5,5
8034216026,171425,1440125.3821680134,470390.1309673807,00:36:36,65296810,91846,1447401.7667144134,481087.4922379958,1,3
4555468211,171575,1440095.7464155478,470797.37355022016,00:36:50,5283675521,308117,1442768.615165206,475981.2156373386,1,8
1580501214,302857,1449794.0071431948,474194.2947666749,00:36:50,3997945356,379846,1429665.561735907,472307.7126144841,7,9
4018840063,189192,1450304.4517841786,477323.4002598949,00:36:58,1580501216,348672,1447435.5141835504,473868.237346231,6,7
65296327,158083,1440881.188374534,464928.0035002988,00:37:22,7112657673,143031,1441480.7366693595,471275.8296167004,5,1
65293741,383514,1448355.5719382646,472376.4439605295,00:37:22,6338755509,23570,1444639.8025016866,469313.1525993898,7,5
4061762656,61759,1446077.911205721,470508.1853593881,00:37:25,6389800467,298844,1440855.1972775955,465399.230891783,5,5
8248658550,116766,1441520.4318621522,464991.8183381561,00:37:31,65293751,335002,1448916.7478988706,471788.3256215091,5,7
65353195,334650,1451391.0243878388,474718.8675713323,00:38:01,65296869,370479,1438334.4410505474,479820.2079377183,6,8
4763953257,24283,1448569.906199757,461872.9764566746,00:38:03,7227888800,115868,1444701.6457041714,466442.51402175176,4,5
6336978510,210246,1442709.4202772875,467252.6242887047,00:38:22,5841552302,142594,1449786.3806630902,471432.96099454194,5,0
4018840062,376448,1449201.87882186,475126.9026317176,00:38:26,65293741,383514,1448355.5719382646,472376.4439605295,7,7
8022083685,17170,1444176.2966327055,464555.8784817165,00:38:53,259138850,171507,1439836.3540351223,472462.47913676687,5,1
65317715,60701,1451631.7737926738,472320.84377715655,00:38:54,2819579953,228934,1447434.9611131472,462931.73882852256,0,4
65319928,119770,1449841.8627813526,475590.8923719403,00:39:06,3997846876,272839,1452931.6391366024,470170.9465957988,6,0
65314173,212321,1445434.3160197637,474282.386027816,00:39:10,5429620647,348710,1446305.5299368831,473362.6215951367,7,7
6336978436,210291,1442668.772202044,467245.6684725318,00:39:39,5437470429,108071,1437966.700320816,469419.6514774704,5,1
7234287213,398965,1451573.0996544622,476878.6131971525,00:39:55,4759501937,36364,1444033.4135248135,477138.4124373415,6,8
6311843505,154741,1454504.5903826924,475067.23637088767,00:40:08,1221046419,400321,1444324.7183091622,478603.5322703067,6,8
295083426,230883,1444055.3045045824,466281.6393000425,00:40:10,65322351,54844,1441720.9007581314,461467.70716363454,5,4
612767847,44765,1449236.5872108347,478320.0305278911,00:40:13,8379044245,401797,1441251.3803149187,469190.3951595946,3,5
65322310,367676,1445604.1494331437,461681.6020381179,00:40:22,65320814,29928,1443666.8665242994,455583.2657405632,4,4
7047807975,273095,1451702.6067322667,471465.2201316467,00:40:32,612767847,44765,1449236.5872108347,478320.0305278911,0,3
65326740,413002,1448341.9326416703,474340.6949681312,00:40:49,65306543,375182,1449922.5177438017,478302.0518483147,7,3
6391624127,181284,1453034.9987272113,472741.3175056438,00:40:53,65308264,27608,1447625.536959675,472506.7323552222,0,7
5021021749,298840,1440885.133386372,464812.5803393169,00:41:11,65314183,47483,1444004.9733325513,474082.9282534264,5,7
6386250947,45142,1447498.872931041,471926.9692359468,00:41:27,7721782272,120821,1421597.1088914766,465949.1389639827,7,9
